gwas_name,mid,module_size,net,pval,teamName,traitGroup,type,new_gwas_cat,trait.simplified
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,73,26,2_ppi,9.323754340000001e-05,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,702,9,2_ppi,2.827889e-05,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GIANT_2015_HIP_FEMALES_EUR,493,5,2_ppi,2.9445482499999997e-05,Zhenhua,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,404,6,2_ppi,4.82546442e-05,Zhenhua,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN,140,15,2_ppi,9.060833730000001e-05,Zhenhua,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN,493,5,2_ppi,0.00010676187099999999,Zhenhua,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GLGC.jointGwasMc_LDL,702,9,2_ppi,1.1562115e-06,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_LDL,73,26,2_ppi,0.00011959386,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,702,9,2_ppi,2.65603275e-06,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,702,9,2_ppi,2.7071684300000006e-06,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,702,9,2_ppi,7.734232829999999e-07,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Kathiresan2009.LDL,702,9,2_ppi,2.33711981e-05,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Willer2008.LDL,702,9,2_ppi,1.9361916000000002e-05,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.ASN.CAD.cad.add.160614.website,296,3,3_signal,3.7939917900000003e-05,Zhenhua,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.MI.mi.add.030315.website,296,3,3_signal,0.000117208555,Zhenhua,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,296,3,3_signal,7.4815847e-06,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,296,3,3_signal,1.0220114099999999e-05,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.FG.ENGAGE1000G_FG,140,3,3_signal,5.76486257e-06,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose
EUR.Fritsche_2015_AdvancedAMD,173,7,3_signal,4.116075990000001e-06,Zhenhua,Various,Various,,Macular degeneration
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,16,28,3_signal,6.14521556e-05,Zhenhua,BMI (female),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,296,3,3_signal,1.32046851e-05,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,296,3,3_signal,2.1422341599999998e-05,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,351,32,3_signal,0.00026974586100000003,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,296,3,3_signal,1.96722759e-05,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,296,3,3_signal,1.3378164e-05,Zhenhua,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Kathiresan2009.LDL,296,3,3_signal,3.7173404500000004e-06,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.MAGIC.FastingGlucose,140,3,3_signal,1.07892167e-05,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC.Manning_et_al_FastingGlucose_Interaction.JMAcontBMI_P,140,3,3_signal,1.08648482e-05,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose (BMI interact.)
EUR.MAGIC.Scott_et_al_FG_Jan2013,140,3,3_signal,5.80799268e-05,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,140,3,3_signal,5.67916999e-06,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,140,3,3_signal,1.58498618e-05,Zhenhua,Fasting glucose,Glycemic,,Fasting glucose
EUR.Willer2008.LDL,296,3,3_signal,8.93112167e-06,Zhenhua,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.BMI.ENGAGE1000G_BMI,33,5,4_coexpr,0.000907047814,Zhenhua,"BMI, obesity",Anthropometric,,Body mass index
EUR.BPSCZ.results,4,43,4_coexpr,1.32465301e-05,Zhenhua,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,4,43,4_coexpr,1.75022179e-06,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,4,43,4_coexpr,3.29587743e-05,Zhenhua,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,4,43,4_coexpr,1.5422542000000002e-05,Zhenhua,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_MALES_EUR,4,43,4_coexpr,0.000207954626,Zhenhua,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,4,43,4_coexpr,0.00016920063600000003,Zhenhua,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_MEN,4,43,4_coexpr,0.000327001889,Zhenhua,BMI (male),Anthropometric,,Body mass index
EUR.IBD.gwas_ichip_meta_release.CD_ICHIP_P,20,8,4_coexpr,0.0010102404800000002,Zhenhua,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBD.gwas_ichip_meta_release.IBD_META_P,20,8,4_coexpr,0.000413795884,Zhenhua,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBDGenetics.CD,20,8,4_coexpr,0.000279867069,Zhenhua,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.Neuroticism_Full,4,43,4_coexpr,5.99206519e-05,Zhenhua,Neuroticism,Psychiatric,,Neuroticism
EUR.pgc.cross.full.2013-03,4,43,4_coexpr,0.00046094237399999996,Zhenhua,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.pgc.cross.SCZ17.2013-05,4,43,4_coexpr,2.8733848799999997e-06,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,4,43,4_coexpr,9.59811276e-07,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz2.2014,4,43,4_coexpr,0.00018618057799999998,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,4,43,4_coexpr,7.51624566e-05,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BMI.ENGAGE1000G_BMI,53,9,5_cancer,7.005350240000001e-05,Zhenhua,"BMI, obesity",Anthropometric,,Body mass index
EUR.Okada2014.RA_GWASmeta_European_v2,152,7,5_cancer,5.97220165e-05,Zhenhua,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Corre2014.uMg_creat_ratio_all_META_ANALYSIS_Aug2013_7pop1,76,9,6_homology,0.000122452167,Zhenhua,Electrolytes,Various,,Electrolytes (urin)
EUR.pgc.scz2.2014,58,6,6_homology,0.000334320934,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,80,5,6_homology,0.00044581182399999996,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.scz.swe.pgc1.results.v3,121,3,6_homology,0.000637590549,Zhenhua,Schizophrenia,Psychiatric,,Schizophrenia
EUR.ASN.C4D_CAD_discovery_metaanalysis_update.CAD,42,9,1_ppi,9.25280269e-05,blue_genes,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,45,9,1_ppi,0.000245376531,blue_genes,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Fritsche_2015_AdvancedAMD,86,7,1_ppi,0.000101272644,blue_genes,Various,Various,,Macular degeneration
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,15,14,1_ppi,1.1629494600000001e-05,blue_genes,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,15,14,1_ppi,0.00017033097699999998,blue_genes,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,15,14,1_ppi,1.89905348e-06,blue_genes,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,15,14,1_ppi,6.15358861e-05,blue_genes,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_MEN,104,6,1_ppi,0.00017418610799999998,blue_genes,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,15,14,1_ppi,2.09556982e-06,blue_genes,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.Mc_LDL,45,9,1_ppi,0.000210911117,blue_genes,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,74,7,1_ppi,0.000146525707,blue_genes,Narcolepsy,Various,,Narcolepsy
EUR.Hor2010.Narcolepsy.META_NARCO_HLApos_IMPUTED,74,7,1_ppi,5.79852513e-05,blue_genes,Narcolepsy,Various,,Narcolepsy
EUR.IBD.gwas_ichip_meta_release.IBD_GWAS_P,120,6,1_ppi,0.00042462845,blue_genes,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.IBD_META_P,120,6,1_ppi,0.00042462845,blue_genes,Inflammatory bowel disease,Immune,,Inflammatory bowel disease
EUR.IBD.gwas_ichip_meta_release.UC_GWAS_P,120,6,1_ppi,0.0004995005,blue_genes,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBD.gwas_ichip_meta_release.UC_META_P,120,6,1_ppi,0.0004995005,blue_genes,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,34,10,1_ppi,0.00021281617900000002,blue_genes,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IBDGenetics.UC,120,6,1_ppi,0.000500294997,blue_genes,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IGAP_stage_1,45,9,1_ppi,0.000211873683,blue_genes,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.Okada2014.RA_GWASmeta_European_v2,74,7,1_ppi,4.3789151000000003e-05,blue_genes,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,74,7,1_ppi,0.00029827493200000003,blue_genes,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,27,10,2_ppi,0.000164502498,blue_genes,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.EGG_BW2_DISCOVERY,50,9,2_ppi,0.00047028852999999996,blue_genes,Various,Anthropometric,,Birth weight
EUR.EGG_BW2_DISCOVERY,14,11,2_ppi,0.000543681528,blue_genes,Various,Anthropometric,,Birth weight
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,5,13,2_ppi,0.000287956612,blue_genes,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,103,7,2_ppi,0.00023966222600000002,blue_genes,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,103,7,2_ppi,4.82546442e-05,blue_genes,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,59,9,2_ppi,0.000208198724,blue_genes,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,5,13,2_ppi,0.0006667249730000001,blue_genes,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,103,7,2_ppi,0.00010291369,blue_genes,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,5,13,2_ppi,0.000252998919,blue_genes,Height,Anthropometric,,Height
EUR.IBDGenetics.CD,148,6,2_ppi,0.000207661262,blue_genes,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.IBDGenetics.UC,148,6,2_ppi,9.84138767e-05,blue_genes,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.IGAP_stage_1,27,10,2_ppi,0.000230280733,blue_genes,Alzheimer's disease,Neurodegenerative,,Alzheimer's disease
EUR.Fritsche_2015_AdvancedAMD,106,7,3_signal,4.116075990000001e-06,blue_genes,Various,Various,,Macular degeneration
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN,141,7,3_signal,6.9090276e-05,blue_genes,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.BPSCZ.scz-only.results,67,4,4_coexpr,0.000182186607,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,143,3,4_coexpr,0.000101261811,blue_genes,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,143,3,4_coexpr,8.395245579999998e-05,blue_genes,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.jointGwasMc_TC,143,3,4_coexpr,0.000262133812,blue_genes,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBD.gwas_ichip_meta_release.CD_META_P,80,3,4_coexpr,0.000629722922,blue_genes,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.Kathiresan2009.LDL,143,3,4_coexpr,8.49266517e-05,blue_genes,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.pgc.cross.SCZ17.2013-05,67,4,4_coexpr,0.0005409887580000001,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.cross.SCZ17.2013-05,149,3,4_coexpr,0.000579262406,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,67,4,4_coexpr,0.00024096146000000002,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.pgc.scz.full.2012-04,149,3,4_coexpr,0.00028960324400000004,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.BMI.ENGAGE1000G_BMI,32,8,5_cancer,2.59627711e-05,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.Corre2014.Mg_serum_overall_META_ANALYSIS_Oct2013_4pop1,22,8,5_cancer,0.0004993757800000001,blue_genes,Various,Various,,Electrolytes (serum)
EUR.GIANT.BMI.SNP_gwas_mc_merge_nogc.tbl.uniq,32,8,5_cancer,2.16439689e-05,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.WOMEN.GT50.publicrelease,32,8,5_cancer,5.8746787e-05,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.WOMEN.LE50.publicrelease,32,8,5_cancer,0.000410367612,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT.BMI.Women_SNP_gwas_mc_merge_nogc.tbl.uniq,32,8,5_cancer,0.000122835697,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_2015_WC_FEMALES_EUR,32,8,5_cancer,3.19645124e-05,blue_genes,"BMI, waist, hip (female)",Anthropometric,,Waist circumference
EUR.GIANT_2015_WC_MALES_EUR,32,8,5_cancer,0.00040679052600000004,blue_genes,"BMI, waist, hip (male)",Anthropometric,,Waist circumference
EUR.GIANT_BMI_Speliotes2010_publicrelease_HapMapCeuFreq_eqtl,32,8,5_cancer,0.00046072751799999996,blue_genes,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,32,8,5_cancer,0.000158886652,blue_genes,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,32,8,5_cancer,0.000194390992,blue_genes,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,32,8,5_cancer,0.000125211778,blue_genes,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,32,8,5_cancer,9.74877031e-05,blue_genes,"BMI, obesity",Anthropometric,,Obesity
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_WOMEN,32,8,5_cancer,0.000537640712,blue_genes,"BMI, waist, hip (female)",Anthropometric,,Body mass index
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN,32,8,5_cancer,0.0005209125359999999,blue_genes,"BMI, waist, hip (male)",Anthropometric,,Hip circumference
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_MEN,32,8,5_cancer,0.000327477627,blue_genes,"BMI, waist, hip (male)",Anthropometric,,Waist circumference
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN,32,8,5_cancer,0.000372593545,blue_genes,"BMI, waist, hip (female)",Anthropometric,,Weight
EUR.Neuroticism_Full,34,8,5_cancer,0.000268278403,blue_genes,Neuroticism,Psychiatric,,Neuroticism
EUR.Okada2014.RA_GWASmeta_European_v2,40,7,5_cancer,5.97220165e-05,blue_genes,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.Rauch2010.HepC.META_RESOLVER_IMPUTED,37,8,5_cancer,0.00020814893199999998,blue_genes,Various,Immune,,Hepatitis C resolvers
EUR.IBD.gwas_ichip_meta_release.CD_ICHIP_P,25,11,6_homology,0.000861326443,blue_genes,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.pgc.cross.BIP11.2013-05,56,7,6_homology,0.00033427812299999997,blue_genes,"Bipolar, schizophrenia",Psychiatric,,Bipolar disorder
EUR.pgc.scz2.2014,76,6,6_homology,0.000334320934,blue_genes,Schizophrenia,Psychiatric,,Schizophrenia
EUR.RA_GWASmeta2_20090505,47,8,6_homology,0.00057561968,blue_genes,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,76,6,6_homology,0.00104510662,blue_genes,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,38,86,1_ppi,5.88222627e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GIANT.BMI.MEN.LE50.publicrelease,162,5,1_ppi,7.37393922e-05,AlgoKIT,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT.BMI.Men_SNP_gwas_mc_merge_nogc.tbl.uniq,162,5,1_ppi,1.60645445e-05,AlgoKIT,"BMI, waist, hip (male)",Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,125,13,1_ppi,1.18126839e-05,AlgoKIT,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,125,13,1_ppi,7.322917979999999e-05,AlgoKIT,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,303,86,1_ppi,0.000211146036,AlgoKIT,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_WCadjBMI_MALES_EUR,125,13,1_ppi,2.88181412e-07,AlgoKIT,BMI (male),Anthropometric,,Body mass index
EUR.GIANT_BMI_Speliotes2010_publicrelease_HapMapCeuFreq_eqtl,162,5,1_ppi,0.00018020439299999997,AlgoKIT,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_BMI_Speliotes2010_publicrelease_HapMapCeuFreq_eqtl,12,85,1_ppi,0.00018288739900000002,AlgoKIT,"BMI, obesity",Anthropometric,,Body mass index
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,125,13,1_ppi,2.94308068e-05,AlgoKIT,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN,125,13,1_ppi,8.44486615e-07,AlgoKIT,BMI (male),Anthropometric,,Body mass index
EUR.GLGC.jointGwasMc_LDL,38,86,1_ppi,7.42696224e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,38,86,1_ppi,6.47605673e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.IBDGenetics.CD,188,89,1_ppi,1.72989906e-05,AlgoKIT,Inflammatory bowel disease,Immune,,Crohn's disease
EUR.Kathiresan2009.LDL,38,86,1_ppi,4.18274139e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.Okada2014.RA_GWASmeta_European_v2,188,89,1_ppi,6.94987394e-05,AlgoKIT,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.pgc.cross.full.2013-03,143,86,1_ppi,3.25292749e-05,AlgoKIT,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.Hor2010.Narcolepsy.META_NARCO_HLAall_IMPUTED,124,31,2_ppi,9.59605466e-06,AlgoKIT,Narcolepsy,Various,,Narcolepsy
EUR.IBDGenetics.UC,124,31,2_ppi,4.775006429999999e-05,AlgoKIT,Inflammatory bowel disease,Immune,,Ulcerative colitis
EUR.MAGIC.FastingGlucose,112,20,2_ppi,4.50273294e-05,AlgoKIT,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect.BMIadj,112,20,2_ppi,4.6905506399999996e-05,AlgoKIT,Fasting glucose,Glycemic,,Fasting glucose
EUR.MAGIC_Manning_et_al_FastingGlucose_MainEffect,112,20,2_ppi,0.00011636181399999999,AlgoKIT,Fasting glucose,Glycemic,,Fasting glucose
EUR.Okada2014.RA_GWASmeta_European_v2,124,31,2_ppi,0.000125901791,AlgoKIT,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.RA_GWASmeta2_20090505,124,31,2_ppi,4.7606220299999994e-05,AlgoKIT,Rheumatoid arthritis,Immune,,Rheumatoid arthritis
EUR.ASN.CAD.cad.add.160614.website,316,3,3_signal,3.7939917900000003e-05,AlgoKIT,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.ASN.MI.mi.add.030315.website,316,3,3_signal,0.000117208555,AlgoKIT,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.BMI.ENGAGE1000G_BMI,172,27,3_signal,4.83133648e-05,AlgoKIT,"BMI, obesity",Anthropometric,,Body mass index
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,316,3,3_signal,7.4815847e-06,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,316,3,3_signal,1.0220114099999999e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Fritsche_2015_AdvancedAMD,263,8,3_signal,1.29314796e-05,AlgoKIT,Various,Various,,Macular degeneration
EUR.GIANT_2015_HIP_FEMALES_EUR,23,18,3_signal,0.000103479807,AlgoKIT,"BMI, waist, hip (female)",Anthropometric,,Hip circumference
EUR.GIANT_2015_HIPadjBMI_COMBINED_EUR,23,18,3_signal,4.03828167e-05,AlgoKIT,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_2015_HIPadjBMI_FEMALES_EUR,23,18,3_signal,3.0255825399999997e-05,AlgoKIT,BMI (female),Anthropometric,,Body mass index
EUR.GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq,23,18,3_signal,7.6096834e-05,AlgoKIT,Height,Anthropometric,,Height (extreme)
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,23,18,3_signal,2.25826228e-05,AlgoKIT,Height,Anthropometric,,Height
EUR.GIANT_HEIGHT_LangoAllen2010_publicrelease_HapMapCeuFreq_eqtl,260,5,3_signal,0.000215892318,AlgoKIT,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN,260,5,3_signal,7.310834409999999e-05,AlgoKIT,Height,Anthropometric,,Height
EUR.GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN,23,18,3_signal,4.8436635e-05,AlgoKIT,Height,Anthropometric,,Height
EUR.GLGC.jointGwasMc_LDL,316,3,3_signal,1.32046851e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.jointGwasMc_TC,316,3,3_signal,2.1422341599999998e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.GLGC.Mc_LDL,316,3,3_signal,1.96722759e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.GLGC.Mc_TC,316,3,3_signal,1.3378164e-05,AlgoKIT,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.Kathiresan2009.LDL,316,3,3_signal,3.7173404500000004e-06,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.phs000124.pha002895.neuroblastoma,100,40,3_signal,0.000135407104,AlgoKIT,Various,Various,,Neuroblastoma
EUR.Willer2008.LDL,316,3,3_signal,8.93112167e-06,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.ASN.C4D_CAD_discovery_metaanalysis_update.CAD,197,84,4_coexpr,0.000201443126,AlgoKIT,Coronary artery disease,Cardiovascular,,Coronary artery disease
EUR.BPSCZ.results,8,52,4_coexpr,6.22763273e-05,AlgoKIT,"Bipolar, schizophrenia",Psychiatric,,Cross-disorder
EUR.BPSCZ.scz-only.results,8,52,4_coexpr,2.3831547599999997e-06,AlgoKIT,Schizophrenia,Psychiatric,,Schizophrenia
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,27,83,4_coexpr,1.3000111299999998e-06,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.LDL_ONE,172,23,4_coexpr,0.00043292403899999996,AlgoKIT,"LDL, total cholesterol",Lipids,,LDL cholesterol
EUR.CARDIoGRAM_2010_lipids.TC_ONE,27,83,4_coexpr,2.62829246e-06,AlgoKIT,"LDL, total cholesterol",Lipids,,Total cholesterol
EUR.DIAGRAMv3.2012DEC17.T2D,107,75,4_coexpr,9.857739299999999e-05,AlgoKIT,Type 2 diabetes,Glycemic,,Type 2 diabetes
